review_id,product_id,user_id,review_title,review_content,Sentiment
R1EOYHZWCRSV7B,B0B4F2ZWL3,AHY5CI4SU6JBYPIZ5RLAGO6W3F4A,Good Mobile, but it was just a little and so I could have ignored it. But then it started heating up more and got me very concerned. I even ordered a replacement thinking I got a defective piece. But then,Positive
R13JBDK4SAAYFT,B0B4F2ZWL3,AE4KODNBVTDCZWZO4HZM4GTRERPA,Good but not excellent under this budget, after further tests,Negative
RJOU5K9ECNW7Y,B0B4F2ZWL3,AH6HFHSYOY2OHMODD7244DHG7FUQ,Worth the price at 9499, I found that it is heating more when I download huge amounts of data,Positive
R2APPRANV6IERZ,B0B4F2ZWL3,AHRW5JERWYAJCZO65PDKZSOEPR6Q,Ok type phone... but unable to make videocall within same service provider., for example,Positive
R2P0CRDHOMUX,B08VB2CMR3,AEW3QDKETJO6JJTGK5JI2ZW2PA3Q,Good,I like it,Positive
R1JGV8KAD50B2H,B08VB2CMR3,AFKWBZELRCG57S5TPMOTZNE5KANQ,Amazing phone,Great phone in smaller amount these camera amazing and display very smoothly play,Positive
R3TYY9FVH4FCHC,B08VB2CMR3,AEGUNYKUOOKYLZ5EVFG2RZ3IL5NQ,Nice mobile ... But Amazon very low service.. every product,Mobile is good.. but Amazon very low service very product..,Neutral
R1QB481QG82BJO,B08VB2CMR3,AF4R7KKPJVNKJC5D3CWKKX2JZAHQ,Value for money,Value for money,Positive
R3C5I5PQSUB7L,B08VB2CMR3,AEMRQAGETOHECPURDR3UBRHG33FA,Good prpduct,https://m.media-amazon.com/images/I/61BpP86A3rL._SY88.jpg,Positive
RPNGVTBER1EP8,B08VB2CMR3,AEI5XMVBEE4RLXD3B5VKGLNLH2JA,Good,Good product very nice,Positive
RTD8NH880GNXH,B08VB2CMR3,AEXU4Y3XLSP7AIYF33J3A7YN6O6Q,Overal a good product,Sometimes fingerprint sensor is not working properly,Positive
R3H70A536HFEGG,B08VB2CMR3,AFTK27OS7TXVU5CISEGTE75PPGEQ,Best phone in this range, camera quality is good,Positive
RE1RVB3YIBPKD,B095RTJH1M,AFDITJCB5D4EOPYZKGP5RGRJFVLA,Easy to install but a bit slippery,I used my 13 pro without a screen guard for a year now this screen guard was easy to apply but is a bit slippery and when you do the long press (ex. when you long press on WhatsApp for reaction or other options it automatically takes random press) also a bit shiny when you use it near lights.,Positive
R41RLIIPI7UUH,B095RTJH1M,AHFCEAPRZ44PZ2EVRAJ5SBCDGSBA,Very good product,Very good product,Positive
R232FT7DXDWX1C,B095RTJH1M,AFXDLSR7SKWLB4PKF5SSF5Q27WIQ, value for money, value for money,Positive
R1V3MB7YGA2UND,B095RTJH1M,AHHBQDFH6KWPFVI3SBXHZNTYK3XQ,Expensive but for a reason,I have tried many screen guards and many types for my iphone 13This one takes the cake- The application was a smooth process- The screen guard is so smooth for some reason compared to ones i have used before- I have use many screen guards that say they don’t dont catch fingerprint but always end up. But this is does not catch fingerprint at allIf u pay 500 INr higher u will get the spigen ones which protects the front sensors tooHappy with my purchase and moving forward will be applying spigen screen guards for all my products,Neutral
R2TELVLYX3JH8E,B095RTJH1M,AFLRNKKT3DOOAGGWGYWTKEQMGZXA,Best Screen Protector!,This is hands down THE BEST screen protector for iPhones. I got the iPhone 13 one and it’s excellent. So easy to install,Positive
RKUQAQZUBEG5P,B095RTJH1M,AGYKT5FSJDBCXWNU74MA2M4OGXKA,Best tempered glass to buy for your mobile, anybody can do it! It’s so smooth and soft to touch and fits perfectly on my iPhone. Highly recommended. Maybe bit pricey but you get 2 in the box. Fingerprint free and smudge free.,Positive
R14GNLBYKUA03S,B095RTJH1M,AHPYSN2CUNOSXL6BZG6G2LFLV27A,Clarity and adhesion is good,Very nice product to buy.This tempered glass is easy to install no need to worry about airbubbles while installing tempered glass.it is very easy to install on any mobiles as it designed for.worth for your money.,Positive
R3KGBGD8RQ7BH7,B095RTJH1M,AFJXJVGLO27UBT2KSFMXD2QDKGZA,Perfect product,The quality and adhesion is good. Instalation was pretty easy.What i would have liked1. Had it had a black bezel so it blends well with the phone so that no one could make out that a protective tempered glass is stuck.2. Had it also covered the front camera like the ESR protective glass does,Positive
R1NARG7VJ59AD3,B097R25DP7,AHECNVXSW6REC5TOGBH6OJXIBL4A,Noise smartwatch,Good fit,Neutral
R6BEKBJDZAEX5,B097R25DP7,AFWAX2O5B5I36ESHPOWZKN25BYPA,The product is good overall, nice smart watch in this price range,Positive
R36J5LRZNMMZXL,B097R25DP7,AHSDH2Q4Q2QSUYUGEAGPIR22MT7Q,Good Battery backup, especially for  those who need only basic features . I bought grey color,Positive
R2AHCTVOGP0T6P,B097R25DP7,AFSJOIQSSLDDJPOWX3DDKXDA6T5A,Okayish product,It's been long I'm using this now. It has no issues. The battery,Neutral
R3HDBTGLJJ34YO,B097R25DP7,AGUXZXNTCLWNP7Y5QA2KYEJLBMKA,Satisfied., touch screen,Positive
R2Q8HE3RM7HW5L,B097R25DP7,AHOZLLUCMPI33IIR3Z5Y7UT2LCLQ,Good, bluetooth connection every thing works fine. I was looking for something simple and I got this.,Positive
R1K6IPHKQQ03AJ,B097R25DP7,AGBT7W456GGMVOR73SNSIGLSK5DQ,It's great watch,Nice design and functionsCan't connect to Whatsapp and other social media app 👎,Positive
ROANI9ZPECRM0,B097R25DP7,AGYF2BCD5W756VOY2V5HJQCX4H4A,Noise,The modes in the watch are good. The UI sucks. Responsiveness could have been better. Battery life is moderately upto 3-4 days if worn constantly. Colour of the band is a bit faded too.,Neutral
R1BFOK13WV2QLM,B09YDFKJF8,AE27UOZENYSWCQVQRRUQIV2ZM7VA,Centre key,Phone is ok except middle button it’s a headache.  rest all is good battery lyf is about 10-12 hrs when fully charged,Neutral
R3H97FN1H50F7F,B09YDFKJF8,AGMYSLV6NNOAYES25JDTJPCZY47A,Nice phone,Superb battery life for more then 3 days,Positive
R1IY2IDRUJX5O5,B09YDFKJF8,AFHS33MWRQGSS64EETZJGCBWXXXA,Good for Exam preparing students,I bought this phone to use as a replacement of my smartphone for calling,Positive
R1N5UJPJ5YGBU5,B09YDFKJF8,AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,Center button is not good, alarm,Negative
R3BZ3W2KH0X1DQ,B09YDFKJF8,AH2SHWYEWDAK6A5Y2ZBEMZ2KIG3A,Battery runs out quickly, listening songs purposes.I didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. Song quality is not that good & not even bad but ok when listening through earphones.I only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.It would've been much better,Neutral
R3GPO2WYK6ABG,B09YDFKJF8,AEYMOGP2CYRKYZ7TIDNLGR5QPZ4Q,Nokia trusted brand only needs to improve ringtone sound, if it included more alarm options than the limited 5 alarms,Positive
RCMFGYS1T27LL,B09YDFKJF8,AGPGDCCXPI3EACMNJKBCNT57DVFA,best phone, stopwatch & timer.Overall,Positive
R1D5OAMYO4526T,B09YDFKJF8,AFPBMRYRSMD3PP3CBKLFF7EKOCXA,.., it's a good replacement of smartphone for me till now.,Neutral
RJYLPPJ0FGP7W,B07WDK3ZS2,AELBDTDLN6LH4TEVDSSVNVRMHOTA,Good phone ,The camera is good,Positive
R2FID5PFZZFEMW,B07WDK3ZS2,AF6WQKW6OFXB56NMHLIN4Z3XRTNQ, little expensive, phone is quite respponsive,Neutral
R358SS960NFBLL,B07WDK3ZS2,AFH5GFI3ZLDKRPX7OOXJDZKNTTTQ,Buyers Beware, fast charging.There are some niggling software issues and do not forget password (pin),Neutral
R3V2BSMUA81YBR,B07WDK3ZS2,AEQCU4OWLDASI2OKORSLGN4UFUXA,I bought this mobile at 18k, there is no way you will be able to get it back to factory settings,Neutral
R11VQG0J80EBFL,B07WDK3ZS2,AHKQFWVTWLZQYGV6ZA6OCY333SNA, worth on that price.,This is my second iqoo z6 pro and my humble advice to all the users and purchasers out there is that please DO NOT update your device to the latest software version. Doing so will definitely cause serious overnight battery drain issues. I speak from my experience. My first iqoo z6 pro 8gb is updated to the latest August security patch update and drains battery at the rate of 10 percentage overnight for no specific reason. The idle drain is very pronounced. However my second Iqoo z6 pro which I purchased is still running on the original software version and has excellent battery back up with negligible idle battery drain . So I think it's best not to update till iqoo rolls out a better update resolving the battery drain issue,Positive
R3ULSAT0BPNPG4,B07WDK3ZS2,AHX5S7C6OWULLEH2WS5TSQFATXPQ,satisfied with the product,Above average performanceNo heating issueFastest fingerprint reader&face unloakGood battery lifeOk camera qualityLight weight,Positive
R2XXGJP0K25QJZ,B07WDK3ZS2,AHTWMZQ36LO3QXAIALC6VJ7OLTCQ,Single led flash light,comfortable on hand,Neutral
R2PQ51W8C26K8S,B07WDK3ZS2,AHE3N52C6VWHPAF36U7GF7W2UV6Q,Good product,All the features of this mobile was good.no doubtly anyone can buy this but nor for games.withinh the budget only it was available for me.,Positive
RM0S8X7RALDXR,B08RZ5K9YH,AEJKUZQM36XSQ4JKVC4UBWE5YJJA,Very good power charger,Very fast charging,Positive
R2118P20L5XNMT,B08RZ5K9YH,AGQWUC553PFV7YGNWOJPLCHRBIVA,Good and original item,It's a original item and does it's job. Price can be low on other sites bye overall very good product with blink of the eyes service by Amazon,Positive
RRO90ETYUURUA,B08RZ5K9YH,AH6U3UC6OTD65UGQF6RMHGEE4UPA,Good and original,Fully fast charger,Positive
R323P80OW5K9CY,B08RZ5K9YH,AEG5SODTEGYP3IUXIGCGFJBG4W4Q,Power House !!,I really like the power of this charger. This charge my device so fast. Really value for money.,Neutral
RXQMN1M04TM6F,B08RZ5K9YH,AH2EAMUTPTX7PVUNPFYL4RO6DQEQ,Good but not perfect,,Negative
RZFKWWARTVKAF,B08RZ5K9YH,AFO7YXLQXSGY3DH6FMRQW2AZCOHA,Best Charger,Sachme Achcha Hai,Positive
R8H5BG1FDKRSA,B08RZ5K9YH,AGIMUNQKIQNNE3SPFKQ7LZIWGWPA,Value, Aap Kharid Sakte Hai.,Positive
R3J9SJCJGPDO4E,B08RZ5K9YH,AE3NK5I2NAFOPARL2APH27FP3HBQ,Average,It's good at this price. Really doing fast. Valuable Product,Neutral
RFPSJKWNCQAO2,B08444S68L,AGPVN62QTZNEHCVDPA4237YQ5VMQ,This is best,I like this product,Positive
R14L1ELN40CL68,B08444S68L,AF7KNSLEDN6UCGACICGMVXRW6FZQ,It's okay for a naive user,It's okay for a backup emergency phone or a naive user who uses it just for other extra sim or basic needs,Negative
R26SGRT511UO9Y,B08444S68L,AERIRWR6GSTILA6LAAFDAG3FENNA,Good for the price.,All are fine,Positive
R2RPCNJXQJS739,B08444S68L,AG3SI2KQY3UNEQJOKH565UD4Y6FA,Good,Good,Positive
R15CXRO9889JGL,B08444S68L,AGBDMC7RQ25U6AEK5YA5TLP4S5HQ,Excellent Product. Easy to operates.,Finger print is good for this phone battery life is excellent and camera quality too.,Positive
RYUKIJ43LG4RC,B08444S68L,AGS23EI6FG7FXH3XR4HGYLJF5UAA,best features in phones which you dont find in apple like call recording,best budget phone between 10-15k adapter pin is A type BATTERY LIFE IS OK 1 and half day,Positive
RUHO80MJ5NV8O,B08444S68L,AGLDR4PNZ6ZWNGFV5EEV7BL6LAAA,Good purchase at this price,This is a good product at this price.The battery is really good. With 6gb ram octa-core processor and 128gb ram it's a good phone. However it should not be compared with other similar products available at higher Price because those products use different processors for which the price goes up. The camera is just a decent one but not very good.It depends what are you looking for. If you want a good camera with better processor then you have to spend more. At such price it will replace redmi phones,Positive
R20IACRIZKZAQF,B08444S68L,AGE5JVVFCOPUTGK7F2PUUST4OWOA,Good, because it does outshine redmi phones in all aspects.,Positive
R2ZQ3KNS6ADZKG,B07WHQBZLS,AF526AFELIHNPVD5FL7SX5YLF35A,It controls Brightness automatically whenever u go in dark place or in sunlight.,This is My first 5G IQOO mobile  purchased on 26th December at Amazon. Till now i didnt feel anything bad in this mobile .Happy with the Purchase. Camera quality is Good. It works smoothly in all the options.,Positive
R3OMNNV6IXSOCS,B07WHQBZLS,AHY3GOQ6D4GPVJOY2WG4P7MH7NGQ,Good in gaming,This is good performance handset but the quality of the camera is not good,Positive
R37Z2W6UYIVLBR,B07WHQBZLS,AFUI6TGJ2TLDSR4PDBMD37RSFDEQ,Touch not good, even though they said it's a 50 MP camera it's doesn't take that sharp picture. So you're not thinking about camera it's a good choice for this much amount. It's also have a problem with 5g(jio) connectivity.,Negative
RRI2HSPM9BYXP,B07WHQBZLS,AHRRCKGSRMDGY56SV4ZGXHBT45EQ,Good mobile within the price range,Touch not good,Positive
R18PVOQF41S4PH,B07WHQBZLS,AHBFSHWP4NHWBAUP2AUWUTX5MZYQ,Great Phone,Na,Positive
R1WINQHG1SD7FW,B07WHQBZLS,AHAF6FEINTAVNBMIRK2RCOT6KZAQ,nice phone,Good phone but camera quality is not good enough but proccessor are great,Positive
R39GPO64XUXZMW,B07WHQBZLS,AHJQMR2KBHVM6PAPM3OXBGYHRPRQ,Budget Mein sabse mast phone,Very nice,Neutral
RYLBN0DAJU4SZ,B07WHQBZLS,AFV7ZA733ZLME4KNLZPMPCBUNPPA,Good but camera quality is not up to the expectations camera quality is not up to the expectations,Budget Mein sabse mast phone,Positive
R1QETDIPRCX4S0,B085DTN6R2,AGUAYQHARAKR2VZTRP276KAGETKQ,Works,Definitely isn’t as good as the original cord but works. Fast charging and pretty sturdy,Neutral
RARQYQ8POOFA9,B085DTN6R2,AFKTST2773VUOKUHE7FCR6QCAURQ,Nice Product,Worth it,Positive
R952F931MCOR5,B085DTN6R2,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,Fast Charging as original,So I had a faulty cable. I was lazy and have a lot of money so instead of calling Apple I bought this for like 300 bucks. Didn’t expected much but for my surprise,Positive
R3LLDHV3WXED9C,B085DTN6R2,AEHQYGI5L4FFALBMC5XMT5KXSZCA,Good for data transfer, this cable actually works and has fast charging. JUST GO FOR IT,Positive
R282YHZ5A4GMY4,B085DTN6R2,AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,Average. Cost effective,Felt quite sturdy,Positive
R34W3B1C7RP98Q,B085DTN6R2,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,Good quality, the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app,Positive
R1467F9VL3DLSY,B085DTN6R2,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,Great Product, all my data including whatsapp data was transferred successfully. Satisfied with performance.,Positive
R3KLQRR1UM44JG,B085DTN6R2,AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,Nice,Just good,Positive
R27C4TPKHXYBRU,B09JS562TP,AEN657OFUBBVTAFRFCOOUKFBNQ4Q,Out of 5 iam giving 3.5 rating everything is okay except voice sound during call,rating everything is okay except voice sound during call,Positive
R1WGISGIIXAU1B,B09JS562TP,AESZZZXVFKLKXWSQPL4ECENSVBWQ,Simple for rough use,Battery life is very good... sound is also loud..Economical.,Neutral
R2WFSJJW04UWJ8,B09JS562TP,AG2UBCLWPOQR4QN5YCLXLC3XLHCA,charger quality bad,charger quality bad,Negative
R2QYC49E7WPALL,B09JS562TP,AG7LUOL4B7W4Y5AWCZ5MK47P3OUQ,Lightweight.,https://m.media-amazon.com/images/I/614VMH+hRtL._SY88.jpg,Neutral
R1URJDO4NTW2ML,B09JS562TP,AFKWQ4PQTTDZKB7EET3UOXALXIOQ,Terriffic battery life,Battery lasted for 15+ days with low-medium usage. All functionality works fine. Perfect for someone wanting to limit the distractions of a smartphone.,Neutral
R3D6T949ZTO02J,B09JS562TP,AFTRUR7C3BJWFR5KW4W4SCBXU6NQ,Good one for elders,Good product for elders,Positive
RL8X7H598LEE4,B09JS562TP,AF4QNWLEXCHDBQ54GFXNI6N72XZQ,Good in this price,Working well for about 1 year. Everything okay,Positive
RB0LBG619UMSN,B09JS562TP,AGURV6CHVKSHPRM6VV4FSRY5NYKQ,Good,There is some disturbance in the sound While using wireless FM,Positive
R20XIOU25HEX80,B09KLVMZ3B,AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it,Positive
R2X55FA2EEUEYM,B09KLVMZ3B,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,Worked well for 6 six months that’s it,Worked well for six months that’s it,Positive
R393Z224NBTDLN,B09KLVMZ3B,AE642RIGZIT2VPQJOLNUZ34QVWJQ,Compatible with Apple iPad 2nd generation and charging very well., now it’s stopped working,Positive
R3Q4ZCHWSAQD5B,B09KLVMZ3B,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,CABLE, now planning to buy one more because the price has come down to 150,Neutral
R1AE3A4NSVM9SC,B09KLVMZ3B,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.,Positive
R2U1YAAZE07I1V,B09KLVMZ3B,AGKLZ4SUHAU47KJXDVHBBEWJODUA,Not a fast charging cable,Product is super,Neutral
R36NVL58WQ7D64,B09KLVMZ3B,AHESCOYXLCXB56F4JO45X4CZQCYA,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.,Positive
R1E7GPZ569TBIZ,B09KLVMZ3B,AGGHDE6KFZHEDUDJBD5R27AYMEWA,Amazing product and value for money,Takes 5-6 hours to charge full.,Positive
R2CU03OULJTK2A,B09V17S2BG,AGPBZBEFPFL64PWRZX32JSZUHDMA,Ideal Product,This was indeed an ideal purchase. Good performance,Positive
R1SHVTKMHHOREL,B09V17S2BG,AH32ZSUDD2AINXSY42RIVL5RBCIQ,Ok, good built,Positive
R16MDWVEULVTGY,B09V17S2BG,AEGEQUSFQ3L5GTTYJEM34ZLSZN5Q,उपयोगी एवं संतोषजनक, up to the mark functionality at this price. Stable and Sturdy. Recommend. 👍🏻👍🏻👍🏻,Neutral
R24VBI0XML9AS5,B09V17S2BG,AEXNZJKAL3YMVOOAUSE3BZFP4JPQ,Ok in this price range,Looks ok,Positive
RO1WU1XMSF20C,B09V17S2BG,AELMNMBT5LVUJB7C3PHTT4NTETXA,Battery,हार्ट रेट एवं ऑक्सीजन,Neutral
R17U7AO7GNBOX8,B09V17S2BG,AENLU2UJ3XK6A2ORODWSHIRNY7SQ,It is a good watch,Good for normal users.....Not for heavy users like daily activities.....Good looking on hand...App is not working properly some times,Positive
R2HES1EME0OXU4,B09V17S2BG,AFZ5LXQHEOBA4QWHTTF3TQNP7XIQ,Nice watch,The battery power is amazing 👍🏻,Positive
RWYRMRDBVWYUO,B09V17S2BG,AGRWOS52HI6TPUBXFRJUH3M4Q6DQ,Average,It's a good watch but the strap always comes out,Neutral
R3EKLFGQGV02SG,B0B5CGTBKV,AHPYDFW6Y3FIQGD2RJPBFF5QNVRQ,Not Polished Enough. (Improving with updates),[Update: Sept 29] boAt seems to have heard the feedback 😀 and updated the watch faces. Now there are a few good ones to pick but a slight improvement over the ones the watch earlier had. Bit Impressed. Added one star for it.Not a very polished product. The fonts are tacky and look ugly in the watch for notification text and caller name text. The watch faces are a lazy design job. No point having 150 watch faces if only 10-20 are good or usable. Rest are useless.[UPDATE: Oct 11] boAt seems to be on a smartwatch launch spree. And thanks to that,Neutral
R23WEMNZK46UV3,B0B5CGTBKV,AG7DTVYZDY2NWU6V2G4KSIB67TDA,Best for the budget 👍, they are constantly updating the phone app and the watch faces. Now you have many good looking watch faces to choose from. So overall,Positive
R1G2C7XV8CAM7W,B0B5CGTBKV,AHNQJPSI4I23HHMRHCCCI7QOBK7A,Value of money, still the Smartwatch UI needs work. But atleast you have good watch faces.Good:- Screen quality- Battery life- Looks and the metallic frame- Call clarity- BT calling at the price- Reasonably accurate sensorsBad:- The UI,Positive
R1O1T0NB6M5CU4,B0B5CGTBKV,AHPOQQONRLZMHYLDKYP5SQOKRIEA,nice product, fonts - they are all very ugly and tacky. They could have tried to give the Chinese software some makeover. But it is a clearly lazy job by the tech team. A copy paste job to be precise of getting an outsourced software and plastering it with brand logos.- Restarts randomly when the call is going on on the watch even for 1 min or so.- Watch faces. Again a job of the design / tech / UI team. BoAt doesn't have a good team of designers and UI guys to really offer simple yet good software features like good watch faces and good watch UI.- No option to silence a call or reply with quick replies.Look for Noise Smart Watches in the Same Range. Noise Colorfit Pulse Go Buzz is cheaper and better alternative + has better watch faces and UI and quick reply to notifications and call silence and mute options for lower prices which this watch has clearly missed.You can go for boAt Wave Call also - It isn't an outright bad watch,Positive
RY95PJLUIT03E,B0B5CGTBKV,AGDD5ACY3AGTMTVBQOC3DMUR6REA,Good product, but there are better options available for the price.boAt - If you have a team who reads and wants to improve,Positive
R2HMI9LDLJ1S2Y,B0B5CGTBKV,AFZV4ISJSNGDUD5TU3VYMTYQ5JGA,Super value for money, get some good UI and design folks in your team. Your products are good,Positive
R216CF66UYJR2A,B0B5CGTBKV,AGKPRGZCV5XK7ZNVLQWUGRB6CVVQ,Awesome product, but the UI and design is what the people see and that's what makes them feel good about your products. You have really average UI.,Positive
R1XD0A6A2KGJZ6,B0B5CGTBKV,AE7DX25DQCE7MXLEASO6I3YLWHRQ,Product itv,Boat wave call watch is best for budget.Call is too good and sound quality is also too good.Battery is good.Totally the watch is good for range.,Neutral
R13CIOIUD1D8UM,B0B23LW7NV,AGQIXFPHABUZ2WPETGRYDB7VSMXA,Easy to install,It is easy to install at home. The kit has all that is required to install the protector.It does not affect the touch or the front camera,Positive
R17AIJTSM1FUNS,B0B23LW7NV,AECPF7WFMUQ3TR7YTLSL72GHF36Q,Best screen guard and the easiest to install!, but at times fingerprint marks are often seen on it.,Positive
R3AJ1T3JVA8O9V,B0B23LW7NV,AGL7ZQV5GFVZMHW7CKCENRGWN72Q,Easy to install,The installer is so precisely made to fit the phone to attach the cover on to the screen. Not tedious at all,Positive
R2LC5ETGN1KHH8,B0B23LW7NV,AGUHK5ZM4TY34VNG5TPPNM4XKBLQ,Very easy to install and doesn't interfere with the case, easy,Positive
RXGY54C9GN1LV,B0B23LW7NV,AEYDG3MS53N2AXAG22CIKKLZ3H7A,Value for money, systematic and value for money. I will only buy this screen cover from now. No issue of getting dust under the screen guard. Plus two in the pack,Positive
RNCM6E4OW05E,B0B23LW7NV,AHCIMCXVSX6LO3HH7B7BP23VTPWA,Good tempered glass, total value for money especially when I do not have to spend a lot of time and energy on installing a screen guard.,Positive
RT2KK4EHU66TM,B0B23LW7NV,AGQWWZTXBNKQCTJHEYL7R7U54SHQ,Value for money,The screen guard is very easy to install. Spigen is time tested brand. You get everything in the pack for easy installing. There is a video available as and it's very simple process as well.,Positive
R2O3QIKNY5DF3X,B0B23LW7NV,AEX4JSF5BMTK2X273FGK4OKW6SAA,Wonderfull wonderfull wonderfull,Follow the steps mentioned in the included document and you should be done with installing this without issues in under 5 minutes.Works well with other spigen cases. Doesn't seem to even touch the case edges.Cost wise,Neutral
R1DVF8WQYO780,B09KGV7WSV,AHJHHQWQ25VCIQHG5XMZN5MRZFYA,Really Satisfied with purchase.,Pros -Really like the stylus. It works fine ,Positive
R2B57KUCWYWDKX,B09KGV7WSV,AFCFHU6B5RH4YN6DNTLUMY3CILHQ,DO NOT BELIEVE ANSWERS FOR QUESTIONS SAYING IT WORKS ON iPad Pro 10.5 inch (A1701), using it from last two months. Excellent for note taking. Tip quality is good doesn't wearing off. Extra tips provided. It provides all the functions which are mentioned. Charges quickly. Response time is really fast.Cons-Few times it automatically turned off while using,Neutral
R387VL6JFWOGER,B09KGV7WSV,AGLNHKFYTWDPKIAIQTE4UPB5I7ZQ,Does all the necessary stuff, but not a big concern as it happens rarely.Not for professional sketching and drawing as it is clearly mentioned that it doesn't support pressure features.Conclusion -For price under 2k I think it is the best stylus.I am using it with iPad air 5.Didn't face any issues till now so don't know how helpful customer care support is.,Neutral
R1OI6WSW06GR1S,B09KGV7WSV,AEZKRUEG7M7P4JGJEVHMWZ3MGFPA,No Double Tap Gesture,So,Negative
R35O9XKPNRSYBT,B09KGV7WSV,AHXWYJUQTCQRTQG3XYEAAYI3EURA,5 star product at this price, the quality of packaging and product quality is pretty good. I’ve seen it turn off in just 30 seconds a couple of times but that’s all. By the way,Neutral
R18TBS4UYVK90T,B09KGV7WSV,AHYAIOJLTBNK23OEWQ2BELX3PVXA,Very good product, I ordered it for my old iPad Pro 10.5 inch A1701 as I don’t want to buy new Apple Pencil at full price and I somehow couldn’t find the right alternative for 1st gen Apple Pencil either.. but I found some questions here answering it works for A1701.. after delivery,Positive
R2Y87EUNNJCKL7,B09KGV7WSV,AHPP7A2M3LU7BWBZVIWXBNIVAPNA,Automatically off's itself, I found out it actually won’t work and then magically the right model of stylus was on my Amazon Home Screen when I wanted to return this. Gonna order a new one which KINGONE says works with A1701. Let’s see..,Neutral
R3KEMD6RG0SKOI,B09KGV7WSV,AG6FKYZZA7HPN54KNFM5EIKJNDSQ,Value for money pen,Very good product build quality is aluminium so feels premium working is good as well best for note taking and basic operations budget friendly .,Positive
R17AITIJSUGQPX,B0971DWFDT,AGZD3RPRHHX2DKW6TEB65JLH5S5A,Good charging speed,Good charging speed,Positive
R2HIE7XFOYE3GL,B0971DWFDT,AE5UEABJHMKBLTCBIQYEFKFG3LAQ, supports well for Suzuki burgman also, supports well for Suzuki burgman also,Positive
R3E5Z7FQ1S0QX4,B0971DWFDT,AFCJPD4OYU6E3CQYH32MUOX26A5Q,Good car charger,It's dash charge OnePlus devices,Positive
R285YUOW07EVMO,B0971DWFDT,AHOKPNT5H34CQXR52YBMVLR6GTZA,It connects to apple lighting Cabel,Product is good ,Neutral
R3V4MXWG0YPF9R,B0971DWFDT,AGTM5FVKPGPRP7YEKY4F46BYLKAQ,Good car charger, you can charge your iPhone easy.,Positive
R34N3UV1B4LL6W,B0971DWFDT,AHMTIK5UNPKUXAZEYS6SXOQLQ3MQ,Good product,It is built really well & is very compact in size.It also supports fast charging my Poco X3 pro (33w).Though it seems to be a bit loose for my car,Positive
R16JFD8JNYYTIE,B0971DWFDT,AF367Z63Q7PILESRPHP7QHMMT2QQ,Nice quality, it gets unplugged from the car(Ford Ikon) even if the wire is moved a bit.,Positive
R3G5PHC3VUAXU8,B0971DWFDT,AH55R53RN3UWSSDSNBGV6BCQL6NQ,It’s only a charger,Working good and small design as I wanted.,Neutral
R2IIY08QX4SR46,B0BNV7JM5Y,AEYLB6L333GKGCRGR5N6NDB335TQ,Feature Wise OK at this Price But Sometimes call screen not come on the display of Watch,This review is based on my two days of usage. Work fine on Activity and Fitness Tracking but Sometimes Software does misbehave. Need some improvement on the Software and Not Work only with Bluetooth Connect it Requires an Internet connection for sync.  and sometimes Bluetooth does not fully Work. I believe problems which are coming may be solved by the next Software updates. Entry Label Smartwatch with calling features wise ok.,Positive
R267DLLCKGD15M,B0BNV7JM5Y,AEUZYVUGRR6URWHTEQR3NCGWN46A,Problem with connection.,I only have one problem,Negative
R31P4MQH7YLP4I,B0BNV7JM5Y,AHYWG4RZCXWYBUPMUCNYX76JWF4Q,Good, sometimes it acts as a speaker,Positive
R42A5QTEMPPGQ,B0BNV7JM5Y,AHKCYSBVKKLZ6TZEUYSMS7JK7O3A,Good watch, and all the sounds of whatever that is playing on phone comes from the watch. Also i would like to know if i can silent the ringtone coming from the watch. Is there any way. Please help. I am using iphone 11.,Positive
RHE6HF6ZA5R2W,B0BNV7JM5Y,AHOLDR6WNL5GVEDVEX7HEK7KGA2A,Worth ₹1799,The product is really good,Positive
R1YAD59EAWIPJS,B0BNV7JM5Y,AEVCDJRYLA3LTJCNTFYX53MAHAGA,Very nice product, it feels so light during workouts it's so comfortable to wear and the reason I gave 4 stars is that the sound quality is not so great,Positive
